image_path,label,label_index,crop,disease,dataset,split
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-42-_jpg.rf.2fcd881f459dda3424fa2ea34505c79d.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-5-_jpg.rf.c1e6d8909f77fe186dccf19c8d82f264.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-60-_jpg.rf.16808a81503cf8cd002a33e4eb6a70f8.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-54-_jpg.rf.65098f1cd8dddd65c78228f5c20cda8d.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-25-_jpg.rf.cb906be14478dcc4ae5be43e051e6fbf.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-69-_jpg.rf.0b2a2208452046b7b27edf153f39d110.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-27-_jpg.rf.95282aeee069812e96d2f457f2b7af07.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-20-_jpg.rf.0f40f567d927dbbfa453d93f87fe3135.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-41-_jpg.rf.835cc541d29bd7c425db286cbb52d4bf.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-47-_jpg.rf.43ea00398bd390ccfef03301f0d72bd3.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_whitefly\multicrop_Whitefly-40-_jpg.rf.4837a435381ca8e21a5a158deaad3c90.jpg,Chilli___Whitefly,29,Chilli,Whitefly,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-17-_jpg.rf.b7fb87ca0e112c5205c4fcf494e39136.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-48-_jpg.rf.4467987b3e6d6c5704f1de5468b041ba.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-69-_jpg.rf.56849d708403c4cd3ff7e3ec44c7b20d.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-49-_jpg.rf.ea16ed9733a755a059a3bba73fc8afa0.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-11-_jpg.rf.35b5963ea2c9f504ea3e418b49b66b80.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-61-_jpg.rf.3f614baf637ade71a92a7acad67b625e.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-42-_jpg.rf.35c42094084f2cb770637b9c7ea6fd12.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-65-_jpg.rf.1d07d05a9c79828bcb6703ef305b152f.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-75-_jpg.rf.dd6e4c010372de97ac6c9af3f238f8e8.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-10-_jpg.rf.dedcaa5b05bbe3f8595d037290b7a0f0.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-12-_jpg.rf.7aab11f118d0cf40bccc78794e4704bb.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\chilli_yellowish\multicrop_yellowish-32-_jpg.rf.4c98e8243081b781954d0f8d9a1b07ad.jpg,Chilli___Yellowish,30,Chilli,Yellowish,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (54).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (52).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (8).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (20).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (21).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (6).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (1).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (32).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (31).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (23).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (63).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_Gray_leaf_spot\plantdoc_Corn Gray leaf spot (46).jpg,Corn___Gray_Leaf_Spot,31,Corn,Gray_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (127).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (128).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (10).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (109).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (106).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (50).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (8).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (157).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (95).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (65).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (83).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_leaf_blight\plantdoc_Corn leaf blight (66).jpg,Corn___Leaf_Blight,33,Corn,Leaf_Blight,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (3).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (5).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (98).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (94).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (27).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (35).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (37).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (92).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (12).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (78).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (72).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\Corn_rust_leaf\plantdoc_Corn rust leaf (39).jpg,Corn___Rust_Leaf,37,Corn,Rust_Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (50).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (49).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (53).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (41).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (35).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (18).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (27).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (36).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (11).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (17).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (33).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf\plantdoc_grape leaf (25).jpg,Grape___Leaf,41,Grape,Leaf,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (5).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (25).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (23).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (40).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (17).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (53).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (21).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (39).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (8).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (43).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (50).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\grape_leaf_black_rot\plantdoc_grape leaf black rot (10).jpg,Grape___Black_Rot,38,Grape,Black_Rot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-352-_jpg.rf.f2eff754f23f9bbb72b75cf2267c5aaa.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-346-_jpg.rf.b08cf33eb19ee0e91fee91c48c5e3b2d.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-430-_jpg.rf.85981f1775af36c81ded22a03a16db92.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-505-_jpg.rf.b7e91de796b3eb4535fca0cf781d10f7.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-103-_jpg.rf.10afa39225f0d1e5cfe30fecf8f423a3.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-1153-_jpg.rf.fbd8aa522195db98a31b0d34cd6fd410.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-1315-_jpg.rf.ab8d36c3a32929a16540ecaecaf7753f.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-451-_jpg.rf.970919c484a5dd2a0b8e51b8a3a23ba4.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-1034-_jpg.rf.74bb337abd16cc65d1ae2484029f634b.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-1220-_jpg.rf.5632e557abd79fc5c4aa5824516c26b1.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-331-_jpg.rf.e7bc8db1e308268928c72086f1705883.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_leaf_spot\multicrop_Early-Leaf-Spot-1291-_jpg.rf.635553e5a66280a605adad09564cd6b2.jpg,Groundnut___Early_Leaf_Spot,43,Groundnut,Early_Leaf_Spot,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-217-_jpg.rf.e38d780338fa5ef1d115280f6efc3ac9.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-448-_jpg.rf.e23972180407287000308679105f70af.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-1281-_jpg.rf.5499432e9c9fe0a20443593827b048c6.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-505-_jpg.rf.29a03a5d2d270852d873038dbbf2f419.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-1298-_jpg.rf.af05f712a1121d8e2d7a1afcfcda8428.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-1457-_jpg.rf.79049ddbe0c35fa150a9d5d0ee7aae45.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-1110-_jpg.rf.aad72a89092196709eb6ad3d55b2da71.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-1021-_jpg.rf.bfea7d2669c7da0e07cd39880b018c42.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-36-_jpg.rf.b18af1703f525025373606184ef4e7ff.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
C:\Users\Dell\Downloads\hackaton\main\crop_disease_platform\backend\data\processed\unified_dataset\train\groundnut_early_rust\multicrop_Early-Rust-1014-_jpg.rf.6586ed7496467b3a9ef437649beffcb1.jpg,Groundnut___Early_Rust,44,Groundnut,Early_Rust,unified_dataset_smoke,train
